GlobalID,OBJECTID,address,address2,apt_room,arrive_date_time,cleared_date_time,dispatch_date_time,exposure,incident_number,incident_type,incident_type_description,platoon,station,Longitude,Latitude
273f1785-39de-4855-98a6-894f59de6fdd,594765,"911 ILEAGNES RD RALEIGH, NC 27601",PEACH RD COMM CTR                       ,               ,,1437760200000,1437760020000,0,15-0022476,611,Dispatched & cancelled en route,B,2,-78.65512932825119,35.742735486830334
491f1208-9f3c-4902-84a9-89f0e062a3bb,594766,"311 STONEY MOSS DR RALEIGH, NC 27601",                                        ,110,1438397460000,1438399140000,1438397220000,0,15-0023269,743,Smoke detector activation no fire - unintentional,B,12,-78.58128577182256,35.77660400707789
12b1f572-df8a-45b1-a85e-7314c27d0b6d,594767,"510 W JOHNSON ST RALEIGH, NC 27601",                                        ,               ,1436381820000,1436382000000,1436381580000,0,15-0020778,743,Smoke detector activation no fire - unintentional,A,1,-78.6464599731084,35.78731949209444
004c7a5f-a1a1-4b61-96ce-3dd2685b5a00,594768,"2901 TRAWICK RD RALEIGH, NC 27601",UNITED SKATES OF AMERICA                ,               ,1436532240000,1436532540000,1436532060000,0,15-0020961,735,Alarm system sounded due to malfunction,A,11,-78.58937861157217,35.81970100604935
1dd3cc20-aa6b-4ce8-9c92-053b2f66c19c,594769,"3616 POOLE RD RALEIGH, NC 27601",BP GAS RA                               ,               ,1437240120000,1437241740000,1437239940000,0,15-0021810,671,HazMat release investigation w/no HazMat,C,12,-78.57656266811219,35.767841913849146
8e50a1b4-4485-4a87-b838-26327b51b5bf,594770,"101 DURHAM CO WAY RALEIGH, NC 27601",DCDH                                    ,               ,1436391000000,1436391000000,1436390460000,0,15-9018104,611,Dispatched & cancelled en route,A,24,-78.6345159991419,35.77546935808375
366f19cd-ea92-4055-9af8-a612c9e1e807,594771,"8301 BRASS MILL LN RALEIGH, NC 27603",CASWYCK BRIER CREEK                     ,103,,1436141760000,1436141640000,0,15-0020486,611,Dispatched & cancelled en route,C,24,-78.78713994288192,35.9076015106929
1b553dc5-ab9c-4933-8e83-028d0c420a1a,594772,"2001 LORIMER RD RALEIGH, NC 27601",COMBS ELEMENTARY SCH                    ,               ,1437514800000,1437516240000,1437514200000,0,15-0022155,745,Alarm system activation no fire - unintentional,A,14,-78.70224447100495,35.773562177688106
48a57e00-07ba-4c5d-b57e-a37abea80fbb,594773,"6715 WOODMERE DR RALEIGH, NC 27601",                                        ,               ,1436748420000,1436749680000,1436748180000,0,15-0021246,550,Public service assistance Other,A,16,-78.66951589873034,35.87243353083111
c4a34227-6ee9-4e68-ab78-51b1fd34b1d3,594774,"263 PECAN RD RALEIGH, NC 27603",RFD 2                                   ,               ,1437734700000,1437735720000,1437734700000,0,15-0022438,550,Public service assistance Other,C,2,-78.64783282883126,35.74867281814796
8d5c0fe4-23eb-4bf6-a2d9-a76d61111df2,594775,"131 LORRAINE DR GARNER, NC 27601",                                        ,               ,,1435886340000,1435886040000,0,15-9017588,611,Dispatched & cancelled en route,B,2,-78.62560536819191,35.70343962193272
e807ac7d-0395-4313-bb7a-f9f37f7caafc,594776,"6131 FALLS OF NEUSE RD RALEIGH, NC 27601",ONE SPRINGFIELD CTR                     ,               ,1437228660000,1437229500000,1437228480000,0,15-0021790,730,System malfunction Other,C,19,-78.62038816232919,35.865328610294576
5800d524-98cd-42b4-829c-19e5368a0b66,594777,"331 S MCDOWELL ST RALEIGH, NC 27601",E01                                     ,               ,1437483480000,1437483540000,1437483240000,0,15-0022109,611,Dispatched & cancelled en route,A,1,-78.64189425513416,35.776579328989804
d790f11c-a80f-4f60-ba3f-3a170675b58a,594778,"7330 OLD WAKE FOREST RD RALEIGH, NC 27601",SEARS RA                                ,               ,1436191260000,1436191500000,1436190900000,0,15-0020530,744,Detector activation no fire - unintentional,B,19,-78.57736187406765,35.86961816170558
b6b7c09e-3853-4254-9f77-afc1c49f2ec6,594779,"328 W DAVIE ST RALEIGH, NC 27601",THE PIT                                 ,               ,1436060040000,1436060280000,1436059860000,0,15-0020401,743,Smoke detector activation no fire - unintentional,B,1,-78.64471014566477,35.77581827284586
d61da315-40f7-4552-80e7-5135982629ba,594780,"3210 S WILMINGTON ST RALEIGH, NC 27603",COOK OUT RA                             ,               ,1437115620000,1437122820000,1437115320000,0,15-0021677,130,Mobile property (vehicle) fire Other,C,2,-78.650233032049,35.737068187701425
c58e9537-b22b-472a-84a8-eec204f0d7b1,594781,"618 N BOYLAN AVE RALEIGH, NC 27601",PARAMOUNT CONDOS                        ,               ,1436505000000,1436505600000,1436504580000,0,15-0020943,735,Alarm system sounded due to malfunction,C,1,-78.64877512383505,35.78766396222107
ba2631c4-2891-4cbf-adda-b46811349257,594782,"3201 SLIPPERY ELM DR RALEIGH, NC 27601",                                        ,               ,,1437926700000,1437926520000,0,15-0022684,611,Dispatched & cancelled en route,A,10,-78.59925263715537,35.741406379930034
8ec0d76e-d685-4415-a881-5c993b3b998c,594783,"3200 WELLINGTON CT RALEIGH, NC 27601",DPG MANAGEMENT CO                       ,               ,1437576840000,1437577320000,1437576480000,0,15-0022241,730,System malfunction Other,B,22,-78.5798076802608,35.88701850299525
0207da9f-a18d-433d-bf2c-c9c5a98566b1,594784,"2200 SUMMIT PARK LN RALEIGH, NC 27601",RESIDENCE INN RA                        ,               ,1435804920000,1435805100000,1435804680000,0,15-0020073,442,Overheated motor,A,16,-78.67448697518834,35.83466701931189
d7909f3b-2b62-4165-b747-c1e8fe5650a7,594785,"6204 SHANDA DR RALEIGH, NC 27601",                                        ,               ,1435758780000,1435758900000,1435758540000,0,15-0019995,611,Dispatched & cancelled en route,A,15,-78.63094300399823,35.86416391376952
fd6cc4a7-2707-40c7-98aa-f65c2504c8cc,594786,"1915 HAWKINS ST RALEIGH, NC 27601",                                        ,               ,1437981780000,1437982020000,1437981540000,0,15-0022749,611,Dispatched & cancelled en route,A,7,-78.61195520424333,35.77897428421085
d3052f9f-2f27-40fa-98c3-0ac5c5596f3b,594787,"2018 SMALLWOOD DR RALEIGH, NC 27605",                                        ,D              ,1436919600000,1436921880000,1436919420000,0,15-0021457,743,Smoke detector activation no fire - unintentional,C,5,-78.66082538377104,35.7921022768633
4108a759-f03e-400f-abad-6c85ced5ea90,594788,"8015 BROWN BARK PL RALEIGH, NC 27615",                                        ,               ,1436482980000,1436483640000,1436482680000,0,15-0020911,200,Overpressure rupture explosion overheat other,C,4,-78.6557040667767,35.888024020016594
e1af1697-1457-4289-a944-e7b4cf9de091,594789,"3113 CHARLES B ROOT WYND RALEIGH, NC 27601",INDEPENDENCE VILLAGE                    ,344,1436794140000,1436794320000,1436793960000,0,15-0021303,622,No Incident found on arrival at dispatch address,B,14,-78.7084515538354,35.82600489920163
96adc5e5-4652-4609-bfe5-99c4bdb1b90f,594790,"6213 REMINGTON LAKE DR RALEIGH, NC 27601",                                        ,               ,,1438353240000,1438353120000,0,15-0023181,611,Dispatched & cancelled en route,B,19,-78.55328072636479,35.86395454664038
b4d867da-aa7f-417d-b93e-bb1807679ab7,594791,"3603 SUE ELLEN DR RALEIGH, NC 27601",                                        ,               ,1437431640000,1437432180000,1437431220000,0,15-0022064,445,Arcing shorted electrical equipment,B,19,-78.579149871826,35.832972703333745
ae4e8109-4e1c-40f9-97f8-c31b3145099c,594792,"2725 POOLE RD RALEIGH, NC 27601",SLADE RESIDENCE                         ,               ,1435877280000,1435877640000,1435877160000,0,15-0020170,730,System malfunction Other,B,12,-78.59724649431004,35.77215496574533
45b72c52-17cc-4f78-a6d0-f824683580ae,594793,"9428 BELLS VALLEY DR RALEIGH, NC 27601",                                        ,               ,1435943280000,1435943580000,1435942980000,0,15-0020244,651,Smoke scare odor of smoke,A,29,-78.73852070503389,35.91253296430944
926e4cce-9241-4148-8818-9f58e5f20f29,594794,"2527 BIG SKY LN RALEIGH, NC 27601",                                        ,               ,,1436997360000,1436997240000,0,15-0021548,611,Dispatched & cancelled en route,B,15,-78.59377066364245,35.88338195016894
1754a92e-430c-4bdc-a812-409b6de4ccd9,594795,"4953 LIVERPOOL LN RALEIGH, NC 27601",                                        ,               ,1438376460000,1438376700000,1438376160000,0,15-0023226,700,False alarm or false call Other,B,21,-78.55694538110848,35.803882236763805
37baf190-6761-43bf-abdd-4c974dfe251e,594796,"5108 PINEHALL WYND RALEIGH, NC 27601",                                        ,               ,1437628620000,1437628620000,1437627960000,0,15-0022309,743,Smoke detector activation no fire - unintentional,B,21,-78.5525299422981,35.81988809364353
aa52c560-6315-4a84-947f-842dd9b86b1c,594797,"KAPLAN DR & KENT RD RALEIGH, NC 27606",                                        ,               ,1436853540000,1436855760000,1436853180000,0,15-0021391,445,Arcing shorted electrical equipment,B,8,-78.70446526269414,35.777281030284364
888f3c74-fa0a-4d97-b3cd-ebbcf0a9cb87,594798,"5915 DIXON DR RALEIGH, NC 27601",NOEL RESIDENCE                          ,               ,1438021620000,1438021980000,1438021140000,0,15-0022792,743,Smoke detector activation no fire - unintentional,C,16,-78.6495275392423,35.86055275980667
e43bc142-dff4-4372-a839-8e9d0d3e32a3,594799,"4420 LAKE BOONE TRL RALEIGH, NC 27601",REX HOSPITAL                            ,Women's Center ,,1437675240000,1437675000000,0,15-0022371,611,Dispatched & cancelled en route,C,14,-78.70397796617839,35.81552390306048
e4ea7d2e-38e9-4e8d-9ab2-44fd501bc987,594800,"128 CLARENDON CRES RALEIGH, NC 27601",ENLOE                                   ,               ,1436898480000,1436898600000,1436898240000,0,15-0021418,743,Smoke detector activation no fire - unintentional,C,7,-78.60269790444204,35.780665145967724
05d6ca29-571b-4d6f-9bcb-728c7a70572d,594801,"5344 SEASPRAY LN RALEIGH, NC 27601",                                        ,               ,1436149200000,1436160960000,1436148840000,0,15-0020502,111,Building fire,C,27,-78.54539643499994,35.78762363135122
